year,country_code,"Central government debt, total (% of GDP)",Expense (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),Imports of goods and services (annual % growth),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),Research and development expenditure (% of GDP),Trade (% of GDP)
2012,AFG,,41.0323120371052,0.299592101692759,20536542736.7297,14.4347412879524,690.842629014956,10.9022578837831,,8.3047608561584,1.1447151131951,,44.659247762082
2012,ALB,,,7.46831755609706,12319784787.2987,1.41999999814648,4247.83985201907,1.57851644863899,-6.58135038394953,1.03996061572434,1.48708257653319,,85.3385104513109
2012,ARE,,4.26158857805326,2.3641178706055,373431994554.118,6.79262162822587,41712.3979484395,4.1943016378745,5.15666778405685,0.330968460539282,5.09439424133513,,175.959528345981
2012,ARG,,,2.79157724687076,548934618735.756,-1.05287445030977,13040.306395228,-2.08619708968207,-4.72826320336759,22.3090102454593,0.780600598500981,0.609390020370483,30.3622409032088
2012,ARM,,21.3736421560682,4.67672787765567,10619320048.5857,7.20000000328227,3565.5175749254,6.82729024793407,-2.80000000067427,5.34580441586994,3.58376691873744,0.238529995083809,75.9667433930304
2012,AUS,40.4096305062822,26.2582777459582,3.74317116524714,1537477830480.51,3.63272030319823,67646.1038529626,1.86253016878182,11.6266505235133,2.05591428035885,1.69813674427214,,42.6955975871972
2012,AUT,85.3668438294817,45.9636059831048,1.28104304759576,407451583084.239,0.745756100086155,48333.572726737,0.287464002867296,1.09345767330676,1.98919785277036,0.782235046652819,2.88561010360718,105.000006937503
2012,AZE,,22.4930086119085,7.70141161218631,68730906313.6456,2.20000018843571,7393.77187697623,0.850986009199033,2.19999966079118,1.4413442651971,4.72321511251042,0.217240005731583,79.3484581905732
2012,BDI,,,0.0244670500056161,2472384906.99794,4.01936552951105,244.19648623151,0.583540267984489,4.56511013727257,15.4165011550702,2.38501869074756,,46.4189800438818
2012,BEL,8.10841081073269,45.8021043091344,1.34234394184714,497884216568.867,0.137127795952139,44740.5832481477,-0.587266602035612,1.40479628564788,2.07412995040701,1.03819328046625,2.36268997192383,163.994977033554
2012,BFA,,14.5365284952734,2.94896576478957,11166654260.5289,6.45267475434646,673.06251119393,3.34739899845293,24.2933402295106,5.82399947692424,1.32300642548991,,62.6790761707104
2012,BGD,,9.40257015132424,1.1881028498084,133355749482.478,6.52143507837333,858.933362587621,5.25094010062226,10.5185591685069,8.16459774560592,0.00141461266724646,,48.1109227476789
2012,BGR,17.0979644921078,30.5007024038605,3.31703070861092,53903028252.2996,0.0309436075978766,7378.02553944156,0.612024681754278,5.54924438468677,1.55532399363496,1.49816415469114,0.608479976654053,124.776324554891
2012,BHR,,,2.89835267009983,30749308510.6383,3.72810843046017,23057.7675759542,1.58420683897442,2.34386727377999,3.01476585183988,3.84457702733326,,122.190085575355
2012,BHS,,,6.2646631498324,8399031000.0,3.08665677915651,22554.5157201628,1.51511593859432,9.67132157114987,3.26745806117748,,,103.710825689297
2012,BIH,49.1458416935329,39.0768610572535,2.27795996981763,17207367625.8048,-0.933187591316027,4494.64064038047,-0.832501389758107,0.645159747865293,0.878149888652004,1.14686889330015,0.270370006561279,88.0755566695065
2012,BLR,25.224401368516,28.5214351505735,2.30069912575244,63615445566.8483,1.7313912233863,6721.83490773968,1.82813493862413,10.900101662082,75.4385806262073,1.28438943312552,0.667050004005432,158.067654620344
2012,BLZ,74.4711439434734,22.4807386687461,12.3391219756969,1573867323.54972,3.74040920716112,4674.29344667534,1.42532388139536,4.48716297332557,1.89579136213662,0.966989070315955,,129.113187352234
2012,BOL,,,3.91354758665219,27084515195.369,5.12237099267816,2645.29199871713,3.47425538248733,4.28376767160621,7.09996672292566,1.8455934684805,,84.948758776195
2012,BRA,59.9596768422512,28.6204797222525,3.51964748775472,2460658440428.04,1.91545862251942,12157.3082176473,0.966806342975872,0.725448294862446,7.8179154478924,1.38119466190808,1.15113997459412,24.8108787676512
2012,BTN,72.5156742224457,20.4358757554924,1.33688540104042,1823692109.61652,5.07170981496216,2452.15158793741,3.45193122754239,-7.12562843276859,9.18073918721305,,,101.763927226458
2012,CAF,,9.40636812440307,3.2064681857572,2184183758.31567,4.11279786850471,472.818218057294,2.11602731914746,,2.5799758050627,,,33.2096656308712
2012,CAN,54.7753795243383,17.5597759061843,2.70668835540713,1824288757447.57,1.74547228318005,52495.2884719937,0.548890948325493,3.59401036907079,1.2212523760043,1.12109997322812,1.78606998920441,62.3971367253161
2012,CHE,,16.3417615364849,3.95270985488914,665054050620.785,1.04810263610355,83164.3879543217,-0.0191693713695145,-2.55453640949706,-0.191192437927029,0.690494707789343,2.96661996841431,124.243368210568
2012,CHL,,20.4086438589065,10.7291299914932,265231582123.55,5.45713060960065,15253.3308268909,4.32221527677139,4.77722208632277,0.85003056233262,2.06467529392943,0.364789992570877,68.8127223754656
2012,CHN,,,2.81773900497205,8560546868811.69,7.8562621102694,6337.8829926902,7.33203098425359,,2.39247173876255,1.83921096459762,1.92809998989105,48.1078613378601
2012,CIV,,15.2002109389827,1.22140362451556,27040562587.1771,10.7065041030832,1281.38286516731,8.0914873194607,34.7947386742675,4.1174030072391,1.50735197528083,,92.8080889884346
2012,CMR,,,1.99226724396522,26472056037.7696,4.58873870051141,1222.19214220436,1.97915901262837,1.24666283084626,2.99789436911742,1.33894924209206,,45.4027769165757
2012,COG,,15.5477245868439,15.7325999167314,13677930123.5919,3.79999585362292,3191.16429881094,1.16628941119224,-7.00000000034893,-1.16996160152682,,,144.104413019189
2012,COL,65.4503129801084,25.1184219559195,4.06843706851889,369659700375.52,4.0439438063715,7885.06129230214,2.99071705050034,9.07429035697965,2.98898695559318,3.16677706852945,0.206929996609688,38.2960977959774
2012,CYP,119.217650382699,40.2640365747162,198.305447750222,25012206090.1966,-3.15777767372168,28951.1555598986,-4.62216116164097,-4.43558989502641,1.87860372286728,1.65716340473622,0.429250001907349,108.495916165819
2012,CZE,40.6395508079978,33.0182033502204,4.54882936324756,207376427020.815,-0.799844281176618,19729.8705111763,-0.938553681911159,2.66147564547981,1.45997467346612,1.03468252513848,1.79038000106812,147.537458939997
2012,DEU,55.1597746405343,28.4227375229311,1.84719447462816,3543983909148.01,0.491992829138056,44065.2489082767,2.2061181587931,-0.0654085887921241,1.54029407928131,1.31126144743425,2.87167000770569,85.8747543741344
2012,DJI,,,8.12615091720048,1353632941.5207,4.84237957254818,1586.78013328429,3.45766263799318,,4.19385128628613,,,
2012,DNK,48.9555806387358,43.7996945753934,0.847331358946141,325012162409.979,-0.073322003416564,58125.3648186912,-0.448611857133585,1.81714765767514,2.76002404437573,1.3607064603944,3.02631998062134,101.719460859173
2012,DOM,,15.8464510021777,5.63552974443481,60613645121.3529,2.79391037219111,5968.82621798218,1.49928867306942,1.90420793696448,5.06071858609324,0.653627046805837,,58.4842230690735
2012,DZA,,,0.71773316841545,209047389599.67,3.39999999999992,5583.61615950131,1.40516971052995,13.9000000843396,7.4523735394,4.46132676513988,,65.3469139755232
2012,ECU,,,0.644911278534899,87924544000.0,5.641962066712,5702.16828789377,3.98251343516071,0.834861393950973,4.98525306124122,2.94545286467451,,61.7511124083851
2012,EGY,,29.0029578655077,1.01236343414222,276353323880.224,2.19387835367519,3226.13137881998,-0.0409396046487984,10.6778442555455,18.2288988841076,1.66618374984909,0.541029989719391,41.1565857780997
2012,ESP,83.4509462112741,25.4795411133869,1.85941408084017,1339946773437.24,-2.62030851235816,28647.8352426892,-2.68351269421417,-6.19287186957837,0.0486511937956635,1.40756583741821,1.28410995006561,59.7556555358663
2012,EST,0.627895262933332,1.9710637220981,7.75929301268622,23043861554.8714,4.30727919068319,17421.887988526,4.68131027961174,9.68671552588425,3.15974242116364,1.89574622425897,2.11425995826721,170.428366162268
2012,ETH,,,0.643172898229037,43310721414.0829,8.64781163539097,469.792303889824,5.89893082985817,22.2064107242975,33.5414050155176,0.868362090380475,,45.3979041861834
2012,FIN,52.4653015871427,40.1075112741688,1.92158900806601,256706466091.089,-1.42618935959564,47415.5598711351,-1.89409884039037,1.63159171135243,2.95356439473966,1.40345257341348,3.41948008537292,80.4057199201173
2012,FRA,88.9239643514465,48.5776118880901,1.22884522558597,2681416108537.39,0.18269303354748,40838.024436834,-0.301002029280724,0.661866476951829,1.15764891531541,2.23893577596555,2.22906994819641,59.2003848717422
2012,GBR,101.288801965799,42.8742170354928,1.76684592547057,2646002634059.62,1.31301859842485,41538.3072616553,0.611016523473722,2.85481801109148,1.53913891153819,2.21071804680952,1.62178003787994,61.8261968043824
2012,GEO,32.5306981139254,25.3809303514444,5.24567707111166,15846474595.773,6.3504819444745,4142.8691753655,7.74068432283363,15.5572873935659,1.07121279782194,3.1046060682171,,95.9488473459616
2012,GHA,,,7.85536788201703,41939728978.7281,9.29251186911659,1641.82592182439,6.65668841911413,12.7860665319125,15.2055712917126,0.80416525577152,,93.1680351286831
2012,GIN,,,10.6824679031211,5667229758.9878,3.94411198887263,487.345714209237,1.15157141332274,3.65800365029176,12.891510809718,2.98052820920924,,91.6883896175775
2012,GNB,,,0.665431601138284,995581992.41106,-1.79798850906946,580.642936867096,-4.1525527241163,-18.3792425335654,-0.780096994249206,2.46004290436765,,39.8763616426401
2012,GRC,165.477789379429,55.1254423393508,0.677055667877697,245670666639.047,-7.30049393532073,22242.681934771,-6.79786084430782,-9.0994167931551,-0.37039202748511,2.40769137543344,0.699570000171661,61.8177666440886
2012,GTM,24.3112735920671,12.9637204910218,2.50779539195446,50388418158.5954,2.96985742688504,3278.62634573132,0.829365336347124,2.79189191436981,3.32250786709392,0.44527422740847,0.044709999114275,60.9824745462521
2012,HND,,23.4992682867094,5.80173336320336,18400538970.1119,4.12868774866939,2378.51956877565,2.58459152376523,6.27877116892397,3.57978742613756,1.14601887097912,,121.188215808285
2012,HRV,,36.5950321887081,2.59377217346323,56485301967.4205,-2.18742917222276,13235.9775701749,-1.88800185915659,-2.98504238587424,1.5812791658729,1.69126922827579,0.751129984855652,82.6755787560354
2012,HUN,94.1728757309969,44.4693707210735,8.34024046859964,127321135030.078,-1.60251240357637,12834.3234884048,-1.09303634308682,-3.48375976566064,3.4125095953663,1.03853670753613,1.2703800201416,166.824580769964
2012,IDN,25.0344008432508,15.6134649232689,2.3097803266511,917869910105.749,6.03005065305612,3700.52352495467,4.6494769163569,7.99841121699345,3.75387875323653,0.711549473406383,,49.5828982992627
2012,IND,50.6406957660857,16.1548022945997,1.31196709104953,1828985283085.0,5.61856277332065,1447.45194692515,4.26917944927207,5.99618206413868,7.85168315068638,2.53547653435491,,55.7526181739149
2012,IRL,129.82036518055,39.0103415146198,18.1391330101658,225819184920.64,-1.10288038006507,49231.3616199885,-1.32070903405931,5.38826126302583,2.68294977996271,0.512592551809914,1.56360995769501,196.398792150785
2012,IRN,,,0.793879430520534,587209369682.67,-6.60868725474589,7710.51331388451,-7.80145181131617,-23.0999095166162,21.8013484867587,2.8088617446573,0.32506000995636,43.0928652215183
2012,IRQ,,,1.55962597184201,218000986222.639,13.9364301737537,6614.58482115726,10.1687064728481,,2.66976938276827,2.7773375441458,,73.6086845912812
2012,ISL,112.512080854614,34.3575824041056,1.68194608334806,14194519025.2641,1.18293161147011,44258.8427932005,0.645966353725797,4.60522934941277,3.18879675604546,0.12289565134132,,107.909253220238
2012,ISR,,38.3309202985374,3.28657855272734,257641795689.722,2.38180026245432,32569.5968257028,0.509017695236409,2.10616051951959,3.75360849160637,5.72189013724836,4.12858009338379,72.05611606527211
2012,ITA,127.035920607563,42.4590389615545,0.00167945481475096,2072823111961.1,-2.81901912719412,34814.1243593936,-3.08060924262115,-8.05478259658634,1.38015358028495,1.6273830134052,1.26976001262665,56.184884487105
2012,JAM,,33.1176368946716,2.79233506426825,14802430172.5391,-0.621954187417273,5466.57908251853,-0.914347801798243,-5.07179045793313,6.5808395011565,0.929816956160669,,82.0648703043017
2012,JOR,66.8235275907244,29.5254363154426,4.89130822990784,30937277605.6338,2.65120334919015,4423.11735483368,-0.784176165224693,4.43665983371749,4.50061041731146,4.76065450936848,,120.511436790707
2012,JPN,187.721483796983,18.3665779586599,0.00881740932468698,6203213121334.12,1.4950285427672,48629.1996899952,1.69854772841182,5.40960464984725,-0.761495290047293,0.96742708258411,3.34313988685608,30.6361236890786
2012,KAZ,10.4981138465889,15.7960435478034,6.56164821145973,207998568865.789,4.79999999999971,12387.1898225308,3.33439121456311,24.7999990503373,4.78556980595147,1.04690648548282,0.168889999389648,73.7237324891671
2012,KEN,,19.5580920250809,0.324161235141176,50410164013.5527,4.55494279644424,1184.92325604363,1.79496416779644,5.36609871245825,9.38280668213014,1.66647462152831,,55.2220984424161
2012,KGZ,,22.918517428181,4.91133122493126,6605139933.41063,-0.0881501927580644,1177.97473487848,-1.73814257614919,12.3631715068993,8.65631680110582,3.20738180952636,0.16609999537468,139.675937840309
2012,KHM,,10.5854379828577,10.2645581689977,14038383450.186,7.2613227425049,946.476678710416,5.53183596508593,16.8637726115692,1.37374724192014,1.54793982168379,,120.735399706866
2012,KOR,33.8831727983299,25.7539148601851,0.776565597037322,1222807195712.49,2.29238242636897,24453.9719124644,1.83210554139559,2.40352000220052,1.04351011992077,2.61298250703507,4.0255298614502,109.88622073465
2012,KWT,,,1.65024906618369,174070025008.932,6.62638808077409,50903.9046037897,1.00131284209087,13.9641473877594,7.48670294873726,3.41374157981372,0.0972099974751472,101.011448579908
2012,LAO,,11.9300597869618,3.14629230571768,9356251339.55418,8.02628327936989,1445.41620094919,6.25493627393109,,4.5481825259554,0.217257566790893,,90.4795660483897
2012,LBN,,27.3026881142115,7.31070357573572,43205095854.063,2.2,8773.93195644805,-4.7020625446641,0.801630919959592,5.47945205479452,4.06714508002419,,133.548375775249
2012,LBR,0.444566592616702,0.337713312037308,37.2572745606454,1735500000.0,7.99445127045679,414.185155441744,5.14440528983356,3.84459310053241,3.9877707307235,0.874618265629502,,155.632382598675
2012,LBY,,,,,,,,123.273242854251,,,,
2012,LKA,68.7104049236057,15.5115476024974,1.37520984159347,68434399083.41,9.14457938763533,3350.68542319869,8.32161301348258,0.48545425118283,10.8284282865068,2.13570926503889,,51.4920877983781
2012,LSO,,41.5924056474894,2.12467759997428,2666218870.25386,5.46648943331536,1295.96009113451,4.21662809409786,,2.24229860202927,1.99683348853723,,
2012,MAR,,,2.89209442103956,98266306615.3632,3.00996126221978,2931.40019953372,1.58223548716849,3.34961880979697,0.369335229674476,3.46275007931538,,85.1249172938184
2012,MDA,24.3259057045236,33.3011994536458,3.87909619776897,7284686576.2835,-0.700000153116989,2046.53678665109,-0.686972241219763,2.20000022558567,7.89447533053122,0.327674671710159,0.417329996824265,127.424757150961
2012,MDG,,9.91104959945864,8.17057568620476,9919780071.30832,3.02750808760821,444.95849375108,0.186045450139446,3.56053379776746,5.49007827330917,0.691911720835185,,72.976722932625
2012,MDV,,,9.05276451205509,2518312129.02218,2.49648999649,6541.07046499268,0.366692801757736,,5.5417087989232,,,184.302056335647
2012,MEX,,,1.73167503737623,1186598324461.82,4.01817386885878,9720.56167412905,2.56473266824567,5.46624607215269,3.25245432694732,0.588133033315978,0.431950002908707,66.4083190298275
2012,MKD,,29.3726417014675,3.46744525947267,9745251126.0109,-0.456184412092668,4709.51162777738,-0.618878108090911,8.23907750264161,1.00299947263073,1.22531888588674,0.326759994029999,112.215048971187
2012,MLI,,11.9890875202287,3.19756729335009,12442747897.2223,-0.836178865643376,772.249921673187,-3.74861278254156,-5.28652652329572,4.60482136424292,1.19640574526633,,59.1205945506867
2012,MLT,83.5577488625014,41.2731661302852,35.8966879974395,9262238211.48657,2.85127533557545,22081.6016294634,2.06981602648513,5.30323177999077,1.9499248550314,0.538980135390079,0.893199980258942,324.50199755854
2012,MMR,,,2.23310075017862,59731122170.0865,7.33267044715451,1136.78636797958,6.47793260461265,11832.3265603925,3.13009695252966,3.71103679608328,,22.3846155797021
2012,MNE,,,15.127226571318,4087777049.68585,-2.72376699195686,6586.8038396423,-2.80558799068261,0.640080092170891,0.176991707745117,1.65646385514145,,111.766079643537
2012,MOZ,,24.3168352643051,38.7710520301031,14534278446.3087,7.19818582579212,564.812463094317,4.21544513500996,62.3982342557088,5.85460873453056,0.911222375466957,,110.829799501776
2012,MYS,51.646484791264,20.9798496989965,2.82905937873585,314442825692.826,5.47438546268495,10834.6590783671,3.842694581883,2.91204680173121,0.998936551330416,1.43340907757109,1.09268999099731,147.841804023883
2012,NER,,,12.2586312704123,6942209594.55433,11.8136632751199,393.64342304494,7.44341064586021,-4.30150570667594,4.80960501198207,1.00539302039697,,61.2205290368542
2012,NGA,10.41933684786,5.13845593978922,1.53376187501464,460953836444.364,4.2792773138933,2739.85218903906,1.50883321726725,-32.891652360676,9.27124466928721,0.502541128653135,,44.3801366480793
2012,NIC,,15.3647899323403,7.35426392598467,10438842115.6263,5.5905621928829,1776.2092435787,4.34642617798653,4.75514208325282,6.41026332212942,0.671846254820296,,110.759276917643
2012,NLD,68.482122375086,42.3186972614715,28.9228358615358,828946812396.788,-1.05703740393571,49474.705606422,-1.42250418739636,2.70385112536633,1.41967167414714,1.25034874853526,1.93945002555847,154.270852062421
2012,NPL,,15.9327564713647,0.478983555949929,19206631648.9713,4.78119225754814,698.409889741021,3.55707365881932,3.38970849777265,6.63496413638205,1.43183199069758,,43.6582066646414
2012,NZL,66.9869955577167,44.9603944643354,2.26714957304457,176617424296.729,2.32968426303981,40066.5648004195,1.77022658496099,1.32992234363233,-0.0970720131598313,1.18614561735078,,56.8891172315088
2012,PAK,,18.7990921108423,0.382826516848328,224383620829.57,3.50703342009689,1264.90090914213,1.33492222418184,-3.09557187071438,5.9685743809281,3.48439877285312,,32.8055022073679
2012,PER,19.2166594587652,17.9177884982323,6.18772888335996,192605185353.65,6.13972470560435,6386.37444850699,4.7359307916289,9.99768651409086,1.20258494022738,1.23460288783798,,52.6198952632294
2012,PHL,51.4824181483557,14.1861317521328,1.28569244626062,250092093547.532,6.68381023689122,2604.65599683702,4.99930011091378,5.58962522312594,1.96839268141385,1.15904713993036,,64.8994436085142
2012,PRY,,21.2441099488911,3.03065791751453,24595319573.7548,-1.23896850575009,3855.57218546178,-2.56110036704746,-3.50000387655905,4.74734472121325,1.37826780405001,0.0881600007414818,98.628400255586
2012,QAT,,,0.211888706229027,186833516483.516,4.68725917732711,92692.6433122033,-1.03562119469275,21.539692800197,6.37338992935082,,0.469909995794296,105.746286433535
2012,RUS,8.70173755201603,24.6212046652753,2.34846728303839,2154067053237.85,3.51794186549459,15042.1916377421,3.34386604989641,9.68045425783461,8.29894029533529,3.75409794282775,1.12562000751495,47.9802853375928
2012,RWA,,,2.21360795823589,7219657132.21544,8.78835153406136,667.414582334439,6.16431094458068,18.7884108867428,5.99904397705544,1.10523111612176,,44.1488162344983
2012,SAU,,,1.659823989385,733955733333.333,5.3844659496954,24883.1897146534,2.85629678295254,7.65641350902987,4.0251528094381,7.69772127946681,,83.7415444491839
2012,SDN,,,3.39293845903629,68125631150.2939,0.521559266641702,1806.45079658887,12.4118062810113,-62.182823377096,34.8762038438987,,,24.7210007848718
2012,SEN,,16.8164283111072,1.94570174215138,14194124595.9323,4.41118028348777,1030.04451024131,1.20533513090659,10.9680048321132,2.48220960370726,1.38551306323935,,76.929891176166
2012,SRB,,39.2178438706516,3.13212598344721,40742313861.1374,-1.01527038761317,5659.38020403691,-0.533730434576825,1.35297436403906,6.26358236934239,2.09517465340868,0.906910002231598,90.5249537432777
2012,SSD,,,1.55273309794691,10368813559.322,-46.0821223743007,944.282811578363,-48.3924116302718,-35.2511244377811,6.46858279303815,9.53075280066258,,55.3811952399634
2012,SWE,42.0213308727746,32.5891500217108,0.785748042339371,543880647757.404,-0.286320615444041,57134.0770682404,-1.02124409458247,0.48215543890575,1.06120113378334,1.14798632218845,3.28133988380432,87.7150184541902
2012,TCD,,,4.6878210480429,12368071038.7362,8.88257607170316,972.679413512305,5.31220591687007,11.1373083507214,1.09724571223184,,,80.5756196842099
2012,THA,28.4638710777676,18.6341596662439,3.24675021166759,397290682074.825,7.23095918929172,5915.22114668686,6.8139847704556,5.63446325644384,1.90967839307432,1.38234181384022,,137.765261810931
2012,TJK,,,3.13567389862871,7633049792.09321,7.49999916892124,962.440817726802,5.10079349542498,6.2450684896652,11.8685158950827,0.999084702362353,0.114200003445148,90.624969651385
2012,TKM,,,8.90001781117165,35164210526.3158,11.0999999615545,6797.72116602834,9.67673109043218,,8.27008408241873,,,117.651288990002
2012,TTO,,30.13664384225,9.54668552849532,25694164489.2373,1.29397894976067,19152.1814885574,0.781385339477609,-2.39215619333191,0.052152919661836,0.656812337775539,0.045889999717474,92.3034888549374
2012,TUN,44.6596877243105,35.4634031938256,3.45054396270705,45044176963.9542,3.99766619874057,4179.46434367471,2.99701131729226,13.1256333489889,4.8965235902122,1.51234107271035,0.680739998817444,108.00474738645
2012,TUR,43.525738119276,33.5924977119311,1.68394272402116,788862935211.869,2.12746070917433,10539.3654471072,0.309770007405547,-0.394626433700083,6.90224491861424,2.27647050861038,0.92195999622345,57.7548354514091
2012,TZA,,17.6177117687939,4.60411821720792,39087748240.4403,5.14101362067316,827.52888076909,1.85528328011959,-0.786546234313292,10.7419367862317,0.926954971441311,,54.3970795702365
